D:\WorkSpace_Thinh1\Introduction to AI\data\IMG\center_2023_11_19_16_43_22_303.jpg, D:\WorkSpace_Thinh1\Introduction to AI\data\IMG\left_2023_11_19_16_43_22_303.jpg, D:\WorkSpace_Thinh1\Introduction to AI\data\IMG\right_2023_11_19_16_43_22_303.jpg, 0, 0, 0, 8.28128E-05
D:\WorkSpace_Thinh1\Introduction to AI\data\IMG\center_2023_11_19_16_43_22_408.jpg, D:\WorkSpace_Thinh1\Introduction to AI\data\IMG\left_2023_11_19_16_43_22_408.jpg, D:\WorkSpace_Thinh1\Introduction to AI\data\IMG\right_2023_11_19_16_43_22_408.jpg, 0, 0, 0, 7.922246E-05
D:\WorkSpace_Thinh1\Introduction to AI\data\IMG\center_2023_11_19_16_43_22_512.jpg, D:\WorkSpace_Thinh1\Introduction to AI\data\IMG\left_2023_11_19_16_43_22_512.jpg, D:\WorkSpace_Thinh1\Introduction to AI\data\IMG\right_2023_11_19_16_43_22_512.jpg, 0, 0, 0, 7.815195E-05
D:\WorkSpace_Thinh1\Introduction to AI\data\IMG\center_2023_11_19_16_43_22_616.jpg, D:\WorkSpace_Thinh1\Introduction to AI\data\IMG\left_2023_11_19_16_43_22_616.jpg, D:\WorkSpace_Thinh1\Introduction to AI\data\IMG\right_2023_11_19_16_43_22_616.jpg, 0, 0, 0, 7.80867E-05
D:\WorkSpace_Thinh1\Introduction to AI\data\IMG\center_2023_11_19_16_43_22_721.jpg, D:\WorkSpace_Thinh1\Introduction to AI\data\IMG\left_2023_11_19_16_43_22_721.jpg, D:\WorkSpace_Thinh1\Introduction to AI\data\IMG\right_2023_11_19_16_43_22_721.jpg, 0, 0, 0, 7.82387E-05
D:\WorkSpace_Thinh1\Introduction to AI\data\IMG\center_2023_11_19_16_43_22_826.jpg, D:\WorkSpace_Thinh1\Introduction to AI\data\IMG\left_2023_11_19_16_43_22_826.jpg, D:\WorkSpace_Thinh1\Introduction to AI\data\IMG\right_2023_11_19_16_43_22_826.jpg, 0, 0, 0, 7.999163E-05
D:\WorkSpace_Thinh1\Introduction to AI\data\IMG\center_2023_11_19_16_43_22_927.jpg, D:\WorkSpace_Thinh1\Introduction to AI\data\IMG\left_2023_11_19_16_43_22_927.jpg, D:\WorkSpace_Thinh1\Introduction to AI\data\IMG\right_2023_11_19_16_43_22_927.jpg, 0, 0, 0, 7.836894E-05
D:\WorkSpace_Thinh1\Introduction to AI\data\IMG\center_2023_11_19_16_43_23_033.jpg, D:\WorkSpace_Thinh1\Introduction to AI\data\IMG\left_2023_11_19_16_43_23_033.jpg, D:\WorkSpace_Thinh1\Introduction to AI\data\IMG\right_2023_11_19_16_43_23_033.jpg, 0, 0, 0, 7.920743E-05
D:\WorkSpace_Thinh1\Introduction to AI\data\IMG\center_2023_11_19_16_43_23_137.jpg, D:\WorkSpace_Thinh1\Introduction to AI\data\IMG\left_2023_11_19_16_43_23_137.jpg, D:\WorkSpace_Thinh1\Introduction to AI\data\IMG\right_2023_11_19_16_43_23_137.jpg, 0, 0, 0, 7.955584E-05
D:\WorkSpace_Thinh1\Introduction to AI\data\IMG\center_2023_11_19_16_43_23_242.jpg, D:\WorkSpace_Thinh1\Introduction to AI\data\IMG\left_2023_11_19_16_43_23_242.jpg, D:\WorkSpace_Thinh1\Introduction to AI\data\IMG\right_2023_11_19_16_43_23_242.jpg, 0, 0, 0, 7.82444E-05
